title,Price,Rating,Link
"HP Victus, 13th Gen Intel Core","₹67,990",3.6 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTE3MTg1NDMyMTk1ODQyOjE3NTk3NDk3NDY6c3BfbXRmOjMwMDQ5NTM0NDY2OTEzMjo6MDo6&url=%2FHP-i5-13420H-Upgrade-Office24-fa2700TX%2Fdp%2FB0DTYZ2CG8%2Fref%3Dsr_1_3_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D10%26qid%3D1759749746%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-3-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=8JqHKTT8kO&sp_cr=ZAZ
"HP Smartchoice Victus, 13th Ge","₹82,990",3.5 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTE3MTg1NDMyMTk1ODQyOjE3NTk3NDk3NDY6c3BfbXRmOjMwMDc0NjYzOTE5MDIzMjo6MDo6&url=%2FHP-i7-13620H-Office24-fa2100TX-Enhanced%2Fdp%2FB0FDKS93JV%2Fref%3Dsr_1_4_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D10%26qid%3D1759749746%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-4-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=9zzJiflLes&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 14th Gen,"₹49,985",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDY5MDU0MDYzMzIyNzc4OjE3NTk3NDk3NDY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDczNTM5MTM5ODczMjo6MDo6&url=%2FLenovo-IdeaPad-Windows-Keyboard-83E6001UIN%2Fdp%2FB0F6V51B3L%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D10%26keywords%3Dlaptoppage%253D10%26pd_rd_i%3DB0F6V51B3L%26pd_rd_r%3Db1b6ac0c-1d01-4410-8e00-8f4ac02e5fe0%26pd_rd_w%3DdG9R1%26pd_rd_wg%3DsWkWg%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3DKNDCYYY5ABMRR2D5W9YC%26qid%3D1759749746%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-1-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=3dTg1ulDI2&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 14th Gen,"₹54,985",4.1 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDY5MDU0MDYzMzIyNzc4OjE3NTk3NDk3NDY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDcyOTM1NzM0NTUzMjo6MTo6&url=%2FLenovo-IdeaPad-Windows-Keyboard-83K4004UIN%2Fdp%2FB0FCY6BX2S%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D10%26keywords%3Dlaptoppage%253D10%26pd_rd_i%3DB0FCY6BX2S%26pd_rd_r%3Db1b6ac0c-1d01-4410-8e00-8f4ac02e5fe0%26pd_rd_w%3DdG9R1%26pd_rd_wg%3DsWkWg%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3DKNDCYYY5ABMRR2D5W9YC%26qid%3D1759749746%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-2-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=mHSUIwtMOX&sp_cr=ZAZ
"HP 15, AMD Ryzen 3 7320U (8GB ","₹32,006",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzEzODQyOTkyODE5MTY0OjE3NTk3NDk3MDQ6c3BfYXRmOjMwMDcyMzI3NjI5MjkzMjo6MDo6&url=%2FHP-Anti-Glare-Micro-Edge-Office24-fc0500AU%2Fdp%2FB0FJYJ8LVY%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D2%26qid%3D1759749704%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-2-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=J0T0YMnaHp&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 13th Gen,"₹55,985",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDY5MDU0MDYzMzIyNzc4OjE3NTk3NDk3NDY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDcyOTM1NzM0NTYzMjo6Mjo6&url=%2FLenovo-IdeaPad-i5-13420H-Keyboard-83K100N9IN%2Fdp%2FB0FCY9N85S%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D10%26keywords%3Dlaptoppage%253D10%26pd_rd_i%3DB0FCY9N85S%26pd_rd_r%3Db1b6ac0c-1d01-4410-8e00-8f4ac02e5fe0%26pd_rd_w%3DdG9R1%26pd_rd_wg%3DsWkWg%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3DKNDCYYY5ABMRR2D5W9YC%26qid%3D1759749746%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-3-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=DYsnjVjDqp&sp_cr=ZAZ
"MSI Katana A15 AI, AMD 8th Gen","₹92,990",5.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDY5MDU0MDYzMzIyNzc4OjE3NTk3NDk3NDY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDYyOTcwMTgwOTgzMjo6Mzo6&url=%2FMSI-Katana-Windows-GeForce-B8VE-481IN%2Fdp%2FB0DFVJG2T2%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D10%26keywords%3Dlaptoppage%253D10%26pd_rd_i%3DB0DFVJG2T2%26pd_rd_r%3Db1b6ac0c-1d01-4410-8e00-8f4ac02e5fe0%26pd_rd_w%3DdG9R1%26pd_rd_wg%3DsWkWg%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3DKNDCYYY5ABMRR2D5W9YC%26qid%3D1759749746%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-4-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=WVbPBBSWcj&sp_cr=ZAZ
"HP 15, Intel Core i3-1315U-13t","₹33,985",3.8 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTE3MTg1NDMyMTk1ODQyOjE3NTk3NDk3NDY6c3BfYnRmOjMwMDc2MTA2MDYzOTUzMjo6MDo6&url=%2FHP-i3-1315U-13th-Anti-Glare-Micro-Edge-15-fd0569TU%2Fdp%2FB0FKN7Z65N%2Fref%3Dsr_1_5_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D10%26qid%3D1759749746%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-5-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=xrQJ1tD2FE&sp_cr=ZAZ
HP OmniBook 5 OLED (Previously,"₹66,490",3.9 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTE3MTg1NDMyMTk1ODQyOjE3NTk3NDk3NDY6c3BfYnRmOjMwMDczNDI0MDI4NTQzMjo6MDo6&url=%2FHP-Previously-Snapdragon-Processor-Light-Weight%2Fdp%2FB0F8P4Y7VF%2Fref%3Dsr_1_6_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D10%26qid%3D1759749746%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-6-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=YYMyBzYY1C&sp_cr=ZAZ
"Dell Inspiron 3530, Intel Core","₹59,990",3.7 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzEzODQyOTkyODE5MTY0OjE3NTk3NDk3MDQ6c3BfbXRmOjMwMDQ3Mzg4MjgzNDAzMjo6MDo6&url=%2FDell-Inspiron-3530-i5-1334U-Keyboard%2Fdp%2FB0DSFQZTVW%2Fref%3Dsr_1_3_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D2%26qid%3D1759749704%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-3-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=ufQ3LHEYRB&sp_cr=ZAZ
"HP 15, 13th Gen Intel Core i5-","₹54,990",3.7 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzEzODQyOTkyODE5MTY0OjE3NTk3NDk3MDQ6c3BfbXRmOjMwMDc0Nzk0MjMyMTQzMjo6MDo6&url=%2FHP-i5-1334U-Anti-Glare-Micro-Edge-FD0552TU%2Fdp%2FB0F671GG5M%2Fref%3Dsr_1_4_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D2%26qid%3D1759749704%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-4-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=mXrFSOrf7C&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 14th Gen,"₹49,985",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjE5ODU5MDc5MDY0MjU4OjE3NTk3NDk3MDQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDczNTM5MTM5ODczMjo6MDo6&url=%2FLenovo-IdeaPad-Windows-Keyboard-83E6001UIN%2Fdp%2FB0F6V51B3L%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0F6V51B3L%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3Da9Swv%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-1-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=3dTg1ulDI2&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 14th Gen,"₹54,985",4.1 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjE5ODU5MDc5MDY0MjU4OjE3NTk3NDk3MDQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDcyOTM1NzM0NTUzMjo6MTo6&url=%2FLenovo-IdeaPad-Windows-Keyboard-83K4004UIN%2Fdp%2FB0FCY6BX2S%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0FCY6BX2S%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3Da9Swv%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-2-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=mHSUIwtMOX&sp_cr=ZAZ
"MSI Katana A15 AI, AMD 8th Gen","₹92,990",5.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjE5ODU5MDc5MDY0MjU4OjE3NTk3NDk3MDQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDYyOTcwMTgwOTgzMjo6Mjo6&url=%2FMSI-Katana-Windows-GeForce-B8VE-481IN%2Fdp%2FB0DFVJG2T2%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0DFVJG2T2%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3Da9Swv%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-3-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=WVbPBBSWcj&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 13th Gen,"₹55,985",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjE5ODU5MDc5MDY0MjU4OjE3NTk3NDk3MDQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDcyOTM1NzM0NTYzMjo6Mzo6&url=%2FLenovo-IdeaPad-i5-13420H-Keyboard-83K100N9IN%2Fdp%2FB0FCY9N85S%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0FCY9N85S%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3Da9Swv%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-4-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=DYsnjVjDqp&sp_cr=ZAZ
Lenovo IdeaPad Slim 5 AMD Ryze,"₹57,990",5.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjE5ODU5MDc5MDY0MjU4OjE3NTk3NDk3MDQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDY4OTA3NzkxODEzMjo6NDo6&url=%2FLenovo-IdeaPad-Microsoft-Keyboard-83J2004HIN%2Fdp%2FB0FFB6ZZ7F%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%253Aamzn1.sym.7d24a1f6-077e-4200-9faf-bce027074aa5%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0FFB6ZZ7F%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3Da9Swv%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D7d24a1f6-077e-4200-9faf-bce027074aa5%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-5-4e480fe6-dd02-46af-8da7-58088322ef64-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=LNrNlbiLzM&sp_cr=ZAZ
"Dell Vostro, Intel Core i3 13t","₹40,990",3.5 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDQyNTg3NTIxNTgzMDY0OjE3NTk3NDk2OTU6c3BfbXRmOjMwMDYyMTc3MTk5NzYzMjo6MDo6&url=%2FDell-i3-1305U-Display-Graphics-Windows%2Fdp%2FB0FG2RJ9NC%2Fref%3Dsr_1_3_sspa%3Fcrid%3D2W6GT8U1DGK1R%26keywords%3Dlaptoppage%253D1%26qid%3D1759749695%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D8-3-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=biQEcHUHO1&sp_cr=ZAZ
"HP 15, AMD Ryzen 3 7320U (8GB ","₹32,006",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDMwNDQ2NTE3NDEzNDQ6MTc1OTc0OTcwNDpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNzIzMjc2MjkyOTMyOjowOjo&url=%2FHP-Anti-Glare-Micro-Edge-Office24-fc0500AU%2Fdp%2FB0FJYJ8LVY%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%253Aamzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0FJYJ8LVY%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3DDkr0X%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D0629fcb0-94ed-4eba-9abe-6c93c227c465%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=J0T0YMnaHp&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 14th Gen,"₹49,985",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDMwNDQ2NTE3NDEzNDQ6MTc1OTc0OTcwNDpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNzM1MzkxMzk4NzMyOjoxOjo&url=%2FLenovo-IdeaPad-Windows-Keyboard-83E6001UIN%2Fdp%2FB0F6V51B3L%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%253Aamzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0F6V51B3L%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3DDkr0X%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D0629fcb0-94ed-4eba-9abe-6c93c227c465%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-2-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=3dTg1ulDI2&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 14th Gen,"₹54,985",4.1 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDMwNDQ2NTE3NDEzNDQ6MTc1OTc0OTcwNDpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNzI5MzU3MzQ1NTMyOjoyOjo&url=%2FLenovo-IdeaPad-Windows-Keyboard-83K4004UIN%2Fdp%2FB0FCY6BX2S%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%253Aamzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0FCY6BX2S%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3DDkr0X%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D0629fcb0-94ed-4eba-9abe-6c93c227c465%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-3-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=mHSUIwtMOX&sp_cr=ZAZ
"MSI Katana A15 AI, AMD 8th Gen","₹92,990",5.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDMwNDQ2NTE3NDEzNDQ6MTc1OTc0OTcwNDpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNjI5NzAxODA5ODMyOjozOjo&url=%2FMSI-Katana-Windows-GeForce-B8VE-481IN%2Fdp%2FB0DFVJG2T2%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%253Aamzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0DFVJG2T2%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3DDkr0X%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D0629fcb0-94ed-4eba-9abe-6c93c227c465%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-4-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=WVbPBBSWcj&sp_cr=ZAZ
Lenovo IdeaPad Slim 3 13th Gen,"₹55,990",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDMwNDQ2NTE3NDEzNDQ6MTc1OTc0OTcwNDpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNzAwNTY1NjU5MzMyOjo0Ojo&url=%2FLenovo-IdeaPad-i5-13420H-Keyboard-83K00034IN%2Fdp%2FB0FCY79NDV%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%253Aamzn1.sym.0629fcb0-94ed-4eba-9abe-6c93c227c465%26crid%3D2W6GT8U1DGK1R%26cv_ct_cx%3Dlaptoppage%253D2%26keywords%3Dlaptoppage%253D2%26pd_rd_i%3DB0FCY79NDV%26pd_rd_r%3D715d92ef-a19c-4cdd-a724-34bb225c7d98%26pd_rd_w%3DDkr0X%26pd_rd_wg%3DDUbMv%26pf_rd_p%3D0629fcb0-94ed-4eba-9abe-6c93c227c465%26pf_rd_r%3D3CXF3KGB46RTX29JCQEQ%26qid%3D1759749704%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C367%26sr%3D1-5-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3D0dcMzqRKI984N%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=sG8u9zr52k&sp_cr=ZAZ
