Flipkart_Title,Flipkart_Price,Amazon_Title,Amazon_price,Amazon_link,Price_Comparison
"Apple iPhone 13 (Blue, 256 GB)","₹59,900",Apple iPhone 15 (256 GB) - Pink,"₹58,999",https://www.amazon.in/Apple-iPhone-15-256-GB/dp/B0CHX4CRND/ref=sr_1_3?dib=eyJ2IjoiMSJ9.uaOKzuhAvmXWyfeKZ1jFIjj9cg_eERnhNbQa1d-stpiJDsrBimaU7qvPj23QtXUCBxjcQh1_Wnr_NkuIIQdXDwEb_gmKRtYd8WUodeWQyzGjsEle-J7QVqa6UxKmbiGfIt-tMCs5gvInLCzLbxk9cWUSucjuE9xEzbNfoAdMaqmV9eqdPW9PikrkjnYRX5sb1fadfduEPu64wg45Afs2T-mPN9pP2DbhMYNurWQ7j1A.dEcse2xobJ8hjYv3sEQXDl2t2KtTRDNH6OYSiaxmsXQ&dib_tag=se&keywords=Apple+iPhone+13+%28Blue%2C+256+GB%29&nsdOptOutParam=true&qid=1760433859&sr=8-3,Amazon Cheaper by ₹901.00
"Apple iPhone 13 (Green, 256 GB)","₹59,900",Apple iPhone 15 (256 GB) - Pink,"₹58,999",https://www.amazon.in/Apple-iPhone-15-256-GB/dp/B0CHX4CRND/ref=sr_1_3?dib=eyJ2IjoiMSJ9.uaOKzuhAvmXWyfeKZ1jFIhrhvcuNlTcvy2RmqARfSPTgmGFmuMlUS7l2RElasai-FpcYlHYg9diZacKrjNeoj8ZZo4zSWcCznWNywzP5ZHoBhtdaIeoAc8ULap4BQYNdjwLtlSxIFq_8RTaTOF8cCOKzf5cCrekxgG6c0J2o9wY.sc3tenIRVm_z7dQbWqQLG4AqHWaTvclL_1XI2hik3yI&dib_tag=se&keywords=Apple+iPhone+13+%28Green%2C+256+GB%29&nsdOptOutParam=true&qid=1760433872&sr=8-3,Amazon Cheaper by ₹901.00
"Apple iPhone 13 (Pink, 512 GB)","₹79,900",Apple iPhone 15 (512 GB) - Black,"₹74,999",https://www.amazon.in/Apple-iPhone-15-512-GB/dp/B0CHX9MF1L/ref=sr_1_3?dib=eyJ2IjoiMSJ9.I3P5XwBDWFStSkvlUksZRBlqB4h5NzNjT1PMYfOZyqAFKAwCSUBsk0bAEF-VnfOKfJJwkOUkiJ-yDwaknKSr8kVvl7Uo8uuepA2DZXVfwfDaSqPX8Sp_7o0Lbzw778PCHxNAinZg-cky1OszfqUOqf-nNtZCbcUXPiMJjiLo6cFCzoDZIPR5igPTCKOmsZFDcqHebLu7q0Frq0ksw-9vIeIHOkZKPJpjwwray3p6bzw.EhO4WliBFil2z7FVKKzNoYkw4u_rwhaU-eNv67ljeKs&dib_tag=se&keywords=Apple+iPhone+13+%28Pink%2C+512+GB%29&nsdOptOutParam=true&qid=1760433885&sr=8-3,Amazon Cheaper by ₹4901.00
"Apple iPhone 13 ((PRODUCT)RED, 256 GB)","₹59,900",Apple iPhone 15 (256 GB) - Blue,"₹59,999",https://www.amazon.in/Apple-iPhone-15-256-GB/dp/B0CHX6N27Y/ref=sr_1_3?dib=eyJ2IjoiMSJ9.NFc5XS-FWFSbHsvsdcmAYLjOGtleVEuOdr3kih3RbiyJDsrBimaU7qvPj23QtXUCUuxc6gBClsPq2uRYSMewUbwPq3iq7HOOxLzMMjT-9RVyaiDUtS6j6kPjdRNP1SNKsyTSPSkAFNQW079CGQSzkg.hNxRP43Oy0i5mAbvduiuOOqKs6Oxx75PUSDXbDBGepg&dib_tag=se&keywords=Apple+iPhone+13+%28%28PRODUCT%29RED%2C+256+GB%29&nsdOptOutParam=true&qid=1760433899&sr=8-3,Flipkart cheaper by ₹99.00
"Apple iPhone 13 (Blue, 512 GB)","₹79,900","iPhone Air 512 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Sky Blue","₹1,39,900",https://www.amazon.in/dp/B0FQFH6CV1/ref=sr_1_3?dib=eyJ2IjoiMSJ9.O_VSEIWz_6cor7hppDH_IoKW50Mv39bbtDvkRwFz-iiDCvRbNoDu72kje9VZ8KaHcfQvSIwPBHjiVKpeJetNFiHCtX_jlhgGdJV1GQFOuPJ-cOHPkxBvWRP7ITqJBJ372Tcz-z6NlFYwUgRMuBB6A0SOEWpsYTOzfsJNM6heRRH017laTFro278_qH0ieVKn6ZMSTpMU-PlIbrKGLSmqXIp7O6-urf3KWhnVsbPLYwk.gvARDoj8TTK8EGVmgwLfwt5n6PhWnoAFcTN3m00tWzk&dib_tag=se&keywords=Apple+iPhone+13+%28Blue%2C+512+GB%29&nsdOptOutParam=true&qid=1760433911&sr=8-3,Flipkart cheaper by ₹60000.00
"Apple iPhone 13 (Midnight, 512 GB)","₹79,900",Apple iPhone 15 (512 GB) - Black,"₹74,999",https://www.amazon.in/Apple-iPhone-15-512-GB/dp/B0CHX9MF1L/ref=sr_1_3?dib=eyJ2IjoiMSJ9.yUT0JdL1Hpt0Ic9DtnY-JfXYT58_tjDnDgWv1XkRxqGDCvRbNoDu72kje9VZ8KaH1C84FeBPn3vg0_A3QQb4wGC_l77dKmWCELYJBowCVoJVdSq2SrOQcHVuOdpA8aF2Rt4qAffYk4wdS_zsFpyky4nhsZfiJqX_C_ImC_QQsYgWj-6QdpjqfK_yUsP87YFFVhXeFE1h9BQZEsafy6kziVjGQfBGxWGIHejg808q16c.Pmg3Al2qvbdwttbVLmUx-h1Yrbsnf7GCT1pPbX0fi98&dib_tag=se&keywords=Apple+iPhone+13+%28Midnight%2C+512+GB%29&nsdOptOutParam=true&qid=1760433926&sr=8-3,Amazon Cheaper by ₹4901.00
"Apple iPhone 13 (Green, 512 GB)","₹79,900",Apple iPhone 15 (512 GB) - Green,"₹73,999",https://www.amazon.in/Apple-iPhone-15-512-GB/dp/B0CHX2XFJJ/ref=sr_1_3?dib=eyJ2IjoiMSJ9.VBCGLRGhbujWHq8Ja_rmZUjpjf2ac3KpY5sDr1Oo0hZk_LInI-nhMCwK8PNuuWy0xLgtE85WN9Zs2ODNRNgF4zC58DrANwPRk02YFQ4xByx-cOHPkxBvWRP7ITqJBJ37cLYieegVsFoXCjuPcSl0ki5ElcOi_XiZxxt8bmWwDayIIYyi96w0VRfAp0lyrHAKMH3_J4VXpAzZUUo7-juLEuU6iMGhahZLF66yKBlbOUA.FqmOGIj_z7QAnlfdN3gqnqFcG6ySmJnmIKcQamvCME0&dib_tag=se&keywords=Apple+iPhone+13+%28Green%2C+512+GB%29&nsdOptOutParam=true&qid=1760433942&sr=8-3,Amazon Cheaper by ₹5901.00
"Apple iPhone 13 mini (Pink, 128 GB)","₹64,900",Apple iPhone 15 (128 GB) - Pink,"₹48,999",https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX3TW6X/ref=sr_1_3?dib=eyJ2IjoiMSJ9.LAOeCfRf5hGlewzXDbccdtRxCobuTwuLY669tfKhpj6JejOFei2zppIOq7LwRsaxJ27y9uOYXGxovkXk26iN9qQoKvtMXfAgg8ZjOiOZYeNOP17MqYsgh7eY7FW4qs1MPCKySCnmEMqkiyVvkO9myciyz4nQZHPNJiczHAx00Hmfb0EFRl4ff-xmLFdDsGREB9AMaOQqu6S0bNJKWO87W9PM6PLWS18usKBwNmQ6mJw.RsAyvmsLxTcZ7eVab-EXd1AdcSnEbmj8Ct3Q7QsfVLA&dib_tag=se&keywords=Apple+iPhone+13+mini+%28Pink%2C+128+GB%29&nsdOptOutParam=true&qid=1760433956&sr=8-3,Amazon Cheaper by ₹15901.00
"Apple iPhone 13 mini ((PRODUCT)RED, 128 GB)","₹49,900",Apple iPhone 15 (128 GB) - Black,"₹47,999",https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY/ref=sr_1_3?dib=eyJ2IjoiMSJ9.8-aKrERwPzdGyJWfWOa56EuBLx_jw0dfW-24MrhZZN8QNsxQQrmwPf6FTrFjVQSFTMbRkbVjD7p4HBVhZaoikpHd9Vvz4QB75sJ4fAt-39gmD0ytqvTLRsTVsx0-UIci1f3V27GTibngzV4cPqssYEjYLrOE-xBhUwsXCxT5vxpUOu2Mq4MbMj4fskS1a1uUTiYVwCac6_2NG0ZIl9XsKAK2GQ5idiK5xH-_qjPlfpo.-4n_ePdUnnPkwckf-ONRqy1RHNLebujXlI435AAdbZs&dib_tag=se&keywords=Apple+iPhone+13+mini+%28%28PRODUCT%29RED%2C+128+GB%29&nsdOptOutParam=true&qid=1760433972&sr=8-3,Amazon Cheaper by ₹1901.00
"Apple iPhone 13 Pro (Silver, 256 GB)","₹1,29,900",Apple iPhone 15 (256 GB) - Yellow,"₹59,999",https://www.amazon.in/Apple-iPhone-15-256-GB/dp/B0CHX8JCXN/ref=sr_1_3?dib=eyJ2IjoiMSJ9.TRip0bsJch5qOy0ycZ4bq6Qvs2t6k9V7Buy6QDGPL8uXXR3q6GqMMgBWKwnPYI3iWyYvTiK-ciDkWi-aF_jNRw.2z96GIfk9Nu0J_-zO_99CllvLpIsPjAZc7PVzQPhPmo&dib_tag=se&keywords=Apple+iPhone+13+Pro+%28Silver%2C+256+GB%29&nsdOptOutParam=true&qid=1760433987&sr=8-3,Amazon Cheaper by ₹69901.00
"Apple iPhone 13 Pro (Sierra Blue, 256 GB)","₹1,29,900","iPhone Air 256 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Sky Blue","₹1,19,900",https://www.amazon.in/dp/B0FQFJGP8S/ref=sr_1_3?dib=eyJ2IjoiMSJ9.nnQk0RbRgywvOIZBam47G1VDU5u-fA_ASKhm-u6BtCQdRu7oLt23H1EEhKJ3c90edSk88CItUS9WeA-xX-QNkwL4ifHHOXu48TCq8VQw6bPrgHtR_lCzDDHJwPIuqlApW5UsFx17dyIn1EtXriUnJ6rDhE5B4ENiDWOXtK1EoeKSFNQz0lsn72nR8ivH9F28.BipfYWc9dxOSuRTVUjJNLa_3idJstV8f9YXY-CFu2kU&dib_tag=se&keywords=Apple+iPhone+13+Pro+%28Sierra+Blue%2C+256+GB%29&nsdOptOutParam=true&qid=1760434003&sr=8-3,Amazon Cheaper by ₹10000.00
"Apple iPhone 13 mini (Midnight, 128 GB)","₹49,900",Apple iPhone 15 (128 GB) - Black,"₹47,999",https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY/ref=sr_1_3?dib=eyJ2IjoiMSJ9.3146UtOdn1SBE-zaWIUia9i5BAagIPgJOVmIFrov_Z0Pr8ciwIEnZoPNlxQtZMDjwHBeYdb6c_hJ_HeH0S89xugHO4ybw3zJtP_RByHyku8OFJR3FF6nSfvUrdzM2FNep9WPcz5mPj06IsliGI5G3Cxb71BE_hcdQ0mAChdLinseXaAGrSM90nmM39DbPze3e01DfctOGm5WhIlzaM1PwJgO2bIsb7LaHED4I34_clo.0jIvKZmJ1kuaTkZtWA6lteCIhp3758zOO-4tvJFyJpI&dib_tag=se&keywords=Apple+iPhone+13+mini+%28Midnight%2C+128+GB%29&nsdOptOutParam=true&qid=1760434016&sr=8-3,Amazon Cheaper by ₹1901.00
"Apple iPhone 13 mini (Starlight, 256 GB)","₹64,900",Apple iPhone 15 (256 GB) - Pink,"₹58,999",https://www.amazon.in/Apple-iPhone-15-256-GB/dp/B0CHX4CRND/ref=sr_1_3?dib=eyJ2IjoiMSJ9.uaOKzuhAvmXWyfeKZ1jFIvWw0aad2gOKQUDuRBrCsHnn39tVjId4WwVLfbUxyks-5Zk6x8_YclUf5uf6g9oPYqBznusuYs5ATYsdKqBFeRXkhmJ-jjgJFxlxz2iWSIhn.vFL0xpMtmZFfb65pqxHVjBfqo4SMawgRjbr_jFyifiw&dib_tag=se&keywords=Apple+iPhone+13+mini+%28Starlight%2C+256+GB%29&nsdOptOutParam=true&qid=1760434033&sr=8-3,Amazon Cheaper by ₹5901.00
"Apple iPhone 13 mini (Green, 128 GB)","₹64,900",Apple iPhone 15 (128 GB) - Green,"₹48,999",https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX6NQMD/ref=sr_1_3?dib=eyJ2IjoiMSJ9.jauChL7kXSWomYIKIMCPMo4wwdlI59jT8Bz9mNMoRuLbcaqdYnTMTqX9X_8VQo0I1lMTq_XmC8SFHKD8spetfqiJSTeFUVSyOtbFdl2ony4FmfuJT9CwmZa1t6_n9KmAbotwXSgBvDqkDSwUiefYGBi0rKI7oEvUU52stDAWUUaoF3Q6tAABt6WSkV9va-Y8oOcLOYk-seCbFe59LEhOrJzUd_ObQWrDAOmV9NLG42c.Bj3s23Qnq7eoCD_tZsuBd1tIAz_nQPsVwpmXeoUnJ8g&dib_tag=se&keywords=Apple+iPhone+13+mini+%28Green%2C+128+GB%29&nsdOptOutParam=true&qid=1760434046&sr=8-3,Amazon Cheaper by ₹15901.00
